"movie_id","movie_title","movie_score","movie_pubdate","movie_type","movie_actors","movie_director"
"26988000","开战 En Guerre","8","2018-05-15(戛纳电影节) 2018-05-16(法国)","剧情","文森特·林顿 梅兰妮·罗弗 雅克·博尔德里 戴维·雷伊 奥利维尔·斯勒梅尔 伊莎贝尔·鲁芬","史蒂芬·布塞"
"26992553","皇家酒店谋杀案 Bad Times at the El Royale","7","2018-09-27(奇幻电影节) 2018-10-12(美国)","剧情 悬疑 惊悚 犯罪","杰夫·布里吉斯 辛西娅·艾莉佛 达科塔·约翰逊 乔恩·哈姆 克里斯·海姆斯沃斯 卡莉·史派妮 刘易斯·普尔曼 尼克·奥弗曼 泽维尔·多兰 谢伊·惠格姆 马克·奥布莱恩 查尔斯·哈尔福德 吉姆·奥希尔 瑞贝卡·图兰 比利·威克曼 威廉·B·戴维斯 曼尼·贾希尼托 乔纳森·怀特赛尔 凯瑟琳·伊莎贝尔 萨拉·史密斯","德鲁·高达"
"26994789","天气预爆","4","2018-12-21(中国大陆)","喜剧 奇幻","肖央 杜鹃 常远 小沈阳 岳云鹏 王小利 衣云鹤 蔡明","肖央"
"26996640","反贪风暴3 L風暴","6","2018-09-14(中国大陆) 2018-08-23(香港)","剧情 动作 犯罪","古天乐 张智霖 郑嘉颖 邓丽欣 栢天男 谢天华 张继聪 夏嫣 蔡瀚亿 廖启智 谭耀文 卢海鹏 罗兰 麦长青 张松枝 陈庭欣 丁海峰 冯雷 李昕岳","林德禄 "
"26999424","我的间谍前男友 The Spy Who Dumped Me","6","2018-10-19(中国大陆) 2018-08-03(美国)","喜剧 动作","米拉·库尼斯 凯特·麦克金农 贾斯汀·塞洛克斯 萨姆·修汉 薇尔玛·斯泽克斯 哈桑·明哈杰 凯文·亚当斯 吉莲·安德森 伊万娜·萨赫诺 简·库丁 保罗·雷瑟 弗雷德·迈拉麦德 詹姆斯·弗雷特 卡罗琳·皮克尔斯 贾斯婷·瓦希伯格 汤姆·斯托顿 罗德里克·希尔","苏珊娜·福格尔"
"27003543","与神同行2：因与缘 신과함께-인과 연","7","2018-08-01(韩国)","动作 奇幻","河正宇 朱智勋 马东锡 金香起 李政宰 赵汉哲 金明坤  金东旭 郑惟安 都暻秀","金容华"
"27019982","印度暴徒 Thugs of Hindostan","6","2018-12-28(中国大陆) 2018-11-08(印度)","喜剧 动作 冒险","阿米尔·汗 卡特莉娜·卡芙 阿米达普·巴强 劳埃德·欧文 阿明·阿卜杜勒·奎德 法缇玛·萨那·纱卡 洛尼特·罗伊 杰奇·史洛夫 谢恩·约翰·克鲁格 巴拉特·巴蒂 曼吉特·辛格 乔·阿泽帕迪 穆罕默德·齐尚·艾布 瑟仁德·帕尔 沙棘·乔杜里 罗曼·扬科维奇","维贾伊·克利须那·阿查里雅"
"27027799","王者少年 The Kid Who Would Be King","5","2019-01-25(美国)","奇幻 冒险","路易斯·阿什伯恩·瑟金斯 丹妮斯·高夫 迪安·肖穆 汤姆·泰勒 雷亚安娜·杜瑞斯 内森·斯图尔特-贾瑞特 诺玛·杜梅温尼 丽贝卡·弗格森 马克·博纳尔 安格斯·里 路易斯·马丁 乔伊·安沙 亚当·利斯 亚历山德拉·罗奇 尼克·穆罕默德 帕特里克·斯图尔特 迈拉·麦克法迪 亚当·布克斯顿 克劳迪·布莱克利 吉娜薇·欧瑞丽 露丝·霍洛克斯 贾格·帕特尔 康纳·沃尔夫","乔·考尼什"
"27031237","玻璃先生 Glass","6","2019-01-18(美国)","悬疑 惊悚 犯罪","詹姆斯·麦卡沃伊 布鲁斯·威利斯 塞缪尔·杰克逊 安雅·泰勒-乔伊 莎拉·保罗森 斯宾塞·崔特·克拉克 查莱宁·伍德拉德 卢克·科比  亚当·大卫·汤普森 M·奈特·沙马兰 戴安娜·希维斯 克里·锡安 罗素·普斯勒 罗丝玛丽·霍华德 莱斯利·史蒂芬森 尤基·华盛顿 布赖恩·安东尼·威尔逊 托拜厄斯·西格尔 蒂姆·杜奎特 朱塞佩·阿迪松 大卫·克尼里安 布莱恩·多纳休 奥罗拉·卡琳 迈克尔·J·克雷米 迈克尔·J·莱昂斯","M·奈特·沙马兰"
"27035334","检察方的罪人 検察側の罪人","7","2018-08-24(日本)","剧情 悬疑 犯罪","木村拓哉 二宫和也 吉高由里子 松重丰 大仓孝二 平岳大 八岛智人 矢岛健一 音尾琢真 木村绿子 芦名星 山崎纮菜 山崎努","原田真人"
"27037053","夜以继日 寝ても覚めても","7","2018-05-14(戛纳电影节) 2018-09-01(日本)","剧情 爱情","东出昌大 唐田英里佳 濑户康史 山下莉绪 伊藤沙莉 渡边大知 仲本工事 田中美佐子","滨口龙介"
"27039069","宝贝儿","5","2018-10-19(中国大陆) 2018-09-09(多伦多电影节)","剧情","杨幂 郭京飞 李鸿其","刘杰"
"27040853","协商 협상","7","2018-09-19(韩国)","动作 悬疑 犯罪","孙艺珍 玄彬 金相浩 张荣男 张光 赵勇进 朴成根 朴修荣 金民尚 李诗雅 崔秉默 李贤 金熙镇 李珠英 康德铉 李文植","李钟奭"
"27042467","摇摆狂潮 스윙키즈","8","2018-12-19(韩国)","剧情 歌舞 战争","都暻秀 朴慧秀 吴政世 金民浩 朴真珠 白仁权 杰瑞德·格里姆斯 罗斯·凯特尔","姜炯哲"
"27042544","邻座的怪同学 となりの怪物くん","6","2018-04-27(日本)","剧情 喜剧 爱情","菅田将晖 土屋太凤 古川雄辉 山田裕贵 池田依来沙 滨边美波 佐野岳 佐野史郎 速水直道","月川翔"
"27045615","未来的未来 未来のミライ","7","2018-05-16(戛纳电影节) 2018-07-20(日本)","动画 奇幻","上白石萌歌 黑木华 星野源 麻生久美子 吉原光夫 宫崎美子 神田松之丞 本渡枫 畠中祐 真田麻美 役所广司 中村正 山像香 玉川纱己子 井上肇 加藤虎之介 真凛 福山雅治","细田守"
"27050133","死寂 The Silence","6","2019-04-10(美国)","恐怖","琪兰·席普卡 斯坦利·图齐 米兰达·奥图 约翰·考伯特 萨拉·阿伯特 凯尔·布瑞特科夫 邓普斯·布瑞克 比利·麦克莱伦 泰勒·拉芙","约翰·R·莱昂耐迪"
"27055378","白小姐 미쓰백","7","2018-10-11(韩国)","剧情","韩智敏 金诗雅 李熙俊 权素贤 白秀章 金善映 全锡浩 李周英 赵敏俊  金俊范 郑京虎 金浩昌 刘贞莱 尹颂雅 琴东贤 李静恩 张荣男","李智媛"
"27060077","绿皮书 Green Book","9","2019-03-01(中国大陆) 2018-09-11(多伦多电影节) 2018-11-16(美国)","剧情 喜剧 传记","维果·莫腾森 马赫沙拉·阿里 琳达·卡德里尼 塞巴斯蒂安·马尼斯科 迪米特·D·马里诺夫 迈克·哈顿 P·J·伯恩 乔·柯蒂斯 玛姬·尼克松 冯·刘易斯 乔恩·索特兰 唐·斯达克 安东尼·曼加诺 保罗·斯隆 珍娜·劳伦索 肯尼斯·以色列 伊克博·塞巴 尼克·瓦莱隆加 大卫·安 迈克·切罗内 杰拉尔丁·辛格 马丁·巴特斯·布拉德福德 格拉伦·布莱恩特·班克斯 汤姆·维图 夏恩·帕特洛 丹尼斯·W·霍尔 吉姆·克洛克 戴恩·罗兹 布赖恩·斯特帕尼克 乔恩·迈克尔·戴维斯 布莱恩·海耶斯·库瑞 托尼亚·马尔多纳多","彼得·法雷里"
"27062637","利兹与青鸟 リズと青い鳥","9","2018-04-21(日本)","剧情 动画 音乐","种崎敦美 东山奈央 本田望结 藤村鼓乃美 山冈百合 杉浦诗织 黑泽朋世 朝井彩加 丰田萌绘 安济知佳 桑岛法子 中村悠一 樱井孝宏","山田尚子"
"27065898","神探蒲松龄","4","2019-02-05(中国大陆)","喜剧 动作 奇幻","成龙 阮经天 钟楚曦 林柏宏 林鹏 乔杉 潘长江 苑琼丹 刘智福 刘智满 刘智堂 姜嫄","严嘉"
"27066184","被抹去的男孩 Boy Erased","7","2018-09-01(特柳赖德电影节) 2018-11-02(美国)","剧情 同性 传记","卢卡斯·赫奇斯 妮可·基德曼 罗素·克劳 玛德琳·克莱因 维克托·麦凯 大卫·约瑟夫·克雷格 特洛耶·希文 艾米丽·辛克尔 德文·迈克尔 马特·伯克 林赛·莫泽 杰西·拉图雷特 布里顿·瑟尔 大卫·迪特莫尔 威廉·吴 乔尔·埃哲顿 泽维尔·多兰 蒂姆·韦尔 弗利 兰德尔·P·海文斯 乔·阿尔文","乔尔·埃哲顿"
"27069427","黄金兄弟","5","2018-09-21(中国大陆) 2018-09-20(香港)","动作 犯罪","郑伊健 陈小春 谢天华 钱嘉乐 林晓峰 曾志伟 佘诗曼 张雅玫 吴永伦","钱嘉乐"
"27072795","幸福的拉扎罗 Lazzaro felice","9","2018-05-13(戛纳电影节) 2018-05-31(意大利)","剧情 奇幻","阿德里亚诺·塔尔迪奥洛 阿涅塞·格拉齐亚尼 卢卡·奇科瓦尼 阿尔巴·罗尔瓦赫尔 塞尔希·洛佩斯 纳塔利诺·巴拉索 托马索·拉尼奥 尼可莱塔·布拉斯基 达里亚·帕斯卡·阿托利尼 达维德·登奇 帕斯夸丽纳·斯昆恰","阿莉切·罗尔瓦赫尔"
"27072988","一个小忙 A Simple Favor","7","2018-09-14(美国)","剧情 悬疑 犯罪","安娜·肯德里克 布蕾克·莱弗利 亨利·戈尔丁 伊恩·霍 约书亚·萨坦 格伦达·布拉甘扎 安德鲁·兰内斯 凯利·麦柯马克 阿帕纳·纳彻 达斯汀·米利甘 丹妮尔·布尔贡 吉亚·桑德赫 鲁伯特·弗兰德 诺林·古拉姆高斯 巴希尔·萨拉赫丁 梅洛迪·约翰逊 麦丽莎·奥尼尔 埃里克·约翰逊 琳达·卡德里尼 莎拉·贝克 珍·斯马特 莱斯勒·唐纳森 克里斯·欧文斯 罗莎娜·斯科托 多梅尼克·塞纳 辛迪·戴","保罗·费格"
"27073234","憨豆特工3 Johnny English Strikes Again","6","2018-11-23(中国大陆) 2018-10-05(英国) 2018-10-26(美国)","喜剧 动作 冒险","罗温·艾金森 本·米勒 欧嘉·柯瑞兰寇 杰克·莱西 艾玛·汤普森 米兰达·亨妮莎 亚当·詹姆斯 萨曼莎·罗素 大卫·穆梅尼 通恰伊·古奈什 梶冈润一 埃迪·奥康奈尔 尼克·欧文福特 马修·比尔德","大卫·科尔"
"27074301","德鲁大叔 Uncle Drew","6","2019-01-11(中国大陆) 2018-06-29(美国)","喜剧 运动","凯里·欧文 里尔·莱尔·哈瓦瑞 沙奎尔·奥尼尔 克里斯·韦伯 雷吉·米勒 内特·罗宾逊 丽萨·莱斯利 埃丽卡·阿什 蒂凡尼·哈迪斯 尼克·克罗尔 迈克·艾普斯 J·B·斯穆夫 亚当·拉扎尔-怀特 比尔·沃尔顿 乔治·格文 史蒂夫·纳什 迪肯贝·穆托姆博 宁宁·利克斯 特伦斯·罗斯摩尔 德韦恩·博伊德 以利亚·埃弗雷特 盖奇·劳森","查尔斯·斯通三世"
"27087130","假若比尔街能说话 If Beale Street Could Talk","6","2018-09-09(多伦多电影节) 2018-12-14(美国)","剧情 爱情 犯罪","琪琪·莱恩 史蒂芬·詹姆士 雷吉娜·金 科尔曼·多明戈 泰娜·帕丽斯 迈克尔·比奇 安洁纽·艾莉丝 埃博妮·奥西迪安 多米尼克·索恩 迭戈·卢纳 芬·维特洛克 艾德·斯克林 艾米莉·里奥斯 佩德罗·帕斯卡 布莱恩·泰里·亨利 玛西娅·让·库尔茨 戴夫·弗兰科 马科·查卡 费斯·洛根 桃乐丝·麦卡锡","巴里·詹金斯"
"27088750","我身体里的那个家伙 내안의 그놈","7","2019-01-09(韩国)","剧情 喜剧","郑真英 朴圣雄 罗美兰 李垂珉 李俊赫 金光奎 闵智雅 尹敬浩 金贤莫 朴庆惠","姜孝镇"
"27092648","蒙上你的眼 Bird Box","7","2018-12-13(美国点映) 2018-12-21(美国)","剧情 科幻 惊悚","桑德拉·布洛克 崔凡特·罗兹 约翰·马尔科维奇 莎拉·保罗森 杰基·韦佛 罗莎·萨拉查 丹妮尔·麦克唐纳 里尔·莱尔·哈瓦瑞 汤姆·霍兰德 机关枪凯利 黄荣亮 普路特·泰勒·文斯 维维恩·莱拉·布莱尔 帕敏德·纳格拉 丽贝卡·彼得根 艾米·古麦尼克 泰勒·汉德雷 海皮·安德森 大卫·达斯马齐连 基思·雅各 克里斯托弗洛根 弗兰克·莫特克 泰德·霍利斯 麦特·伦纳德","苏珊娜·比尔"
"27092785","李茶的姑妈","5","2018-09-30(中国大陆)","喜剧","黄才伦 艾伦 宋阳 卢靖姗 沈腾 韩彦博 陈冰 张镨冉 王宇 赵雪 常远 王成思 张琛 魏玮 陶亮 朱微玮 芦莹 李海银 何子君 高海宝 刘坤 钱晨光 乌日塔 杨洁 向斐 何孟卓 王野苓 喜子 张琳","吴昱翰"
"27102569","悲伤逆流成河","6","2018-09-21(中国大陆)","剧情 爱情","赵英博 任敏 辛云来 章若楠 朱丹妮","落落"
"27107140","我想吃掉你的胰脏 君の膵臓をたべたい","7","2019-01-18(中国大陆) 2018-09-01(日本)","爱情 动画","高杉真宙 Lynn 藤井雪代 内田雄马 福岛润 田中敦子 三木真一郎","牛岛新一郎"
"27109171","娑婆诃 사바하","7","2019-02-20(韩国)","剧情 悬疑 惊悚","李政宰 朴正民 李在仁 陈善圭","张宰贤"
"27109553","无间炼狱 Destroyer","6","2018-08-31(特柳赖德电影节) 2018-12-25(美国)","剧情 惊悚 犯罪","妮可·基德曼 托比·凯贝尔 塔提阿娜·玛斯拉尼 塞巴斯蒂安·斯坦 斯科特·麦克纳里 布莱德利·惠特福德 托比·胡斯 詹姆斯·乔丹 博·纳普 杰德·佩蒂约翰 沙米尔·安德森 娜塔丽·科尔多瓦 余朝汉 简·霍格 米奇·奥黑根 布兰顿·莫拉莱斯 杰伊·赫农 乔治·格里菲斯 布瑞恩·汉福德 寇比·法兰奇 丹尼尔·索斯沃思 莫妮克·盖尔","卡瑞恩·库萨马"
"27109679","密室逃生 Escape Room","7","2019-01-18(中国大陆) 2019-01-04(美国)","悬疑 惊悚","泰勒·拉塞尔 洛根·米勒 黛博拉·安沃尔 泰勒·莱伯恩 杰·埃利斯 尼克·多达尼 杰西卡·萨顿 约里克·范·韦杰宁根 杰米-李·蒙尼 亚当·罗比特尔 韦尔·廷德尔 肯尼思·霍 科尼利厄斯·吉尼 保罗·汉普赛尔 佩泰·塞彭克 丹·格伦伯格 吉诺·李","亚当·罗比特尔"
"27109879","硬核 ハード・コア","6","2018-10-31(东京电影节) 2018-11-23(日本)","喜剧","山田孝之 佐藤健 荒川良良 石桥桂 首くくり栲象 康巢恩 藤原季节 松隆子","山下敦弘"
"27110296","无名之辈","8","2018-11-16(中国大陆)","剧情 喜剧","陈建斌 任素汐 潘斌龙 章宇 王砚辉 九孔 马吟吟 程怡 宁桓宇 邓恩熙 谢波 范翔 赵梓冲 史策 马睿瀚 林海 邓钢","饶晓志"
"27110363","名侦探柯南：零的执行人 名探偵コナン ゼロの執行人","6","2018-11-09(中国大陆) 2018-04-13(日本)","动画 悬疑","高山南 山口胜平 山崎和佳奈 小山力也 绪方贤一 林原惠美 古谷彻 置鲇龙太郎","立川让"
"27114416","廉政风云 廉政風雲 煙幕","5","2019-02-05(中国大陆/香港)","剧情 悬疑 犯罪","刘青云 张家辉 林嘉欣 袁咏仪 方中信 陈家乐 汤怡 骆应钧 吴岱融 常倩 吴浩康","麦兆辉"
"27119586","谁先爱上他的 誰先愛上他的","9","2018-04-22(乌迪内远东电影节) 2018-11-02(台湾)","剧情 喜剧 同性","邱泽 谢盈萱 陈如山 黄圣球 周洺甫 梁正群 杨丽音 安哲 高隽雅 吴定谦 禾语辰 钟欣凌 万芳 高爱伦","徐誉庭 许智彦"
"27133303","超时空同居","7","2018-05-18(中国大陆)","喜剧 爱情 奇幻","雷佳音 佟丽娅 张衣 于和伟 王正佳 陶虹 李念 李光洁 杨玏 范明 徐峥 杨迪 方龄 陈昊","苏伦"
"27133913","黑色党徒 BlacKkKlansman","7","2018-05-14(戛纳电影节) 2018-08-10(美国)","剧情 传记 犯罪","约翰·大卫·华盛顿 亚历克·鲍德温 小伊塞亚·维特洛克 罗伯特·约翰·伯克 布赖恩·塔伦蒂诺 阿瑟·J·纳斯加勒拉 根·加里托 弗雷德里克·韦勒 亚当·德赖弗 迈克尔·布谢米 劳拉·哈里尔 达马里斯·刘易斯 奥托·布兰克森-伍德 科里·霍金斯 法龙·索尔兹伯里 瑞安·艾戈尔德 加斯帕·帕科农 保罗·沃尔特·豪泽 阿什莉·阿特金森 托弗·戈瑞斯 维克托·科利采奇奥 埃莉斯·哈德森 丹尼·霍奇 尼古拉斯·特图罗 哈里·贝拉方特 克里斯·班克斯 克雷格·穆姆斯·格兰特 汤姆·斯特拉特福 唐纳德·特朗普 保罗·迪奥梅德 赖恩·普雷姆斯伯格 吉娜·贝拉方特 迈克尔·J·伯格 柯特·克伦德尼 大卫·杜克","斯派克·李"
"27140071","找到你","7","2018-10-05(中国大陆) 2018-06-17(上海电影节)","剧情 家庭","姚晨 马伊琍 袁文康 吴昊宸 王梓尘 陶昕然 高叶 齐欢","吕乐"
"27149818","胖子行动队","4","2018-09-30(中国大陆)","喜剧 动作","文章 包贝尔 郭京飞 李成敏 辣目洋子 许君聪 曾一竣 张梦露 戚玉武 仓田保昭 木幡龙 宋佳 文隽","包贝尔"
"27150284","速成家庭 Instant Family","8","2018-11-16(美国)","剧情 喜剧","马克·沃尔伯格 萝丝·拜恩 伊莎贝拉·莫奈 古斯塔夫·奇洛兹 朱莉安娜·甘米兹 奥克塔维亚·斯宾瑟 泰格·诺塔洛 汤姆·赛格拉 艾琳·瑞秋 布瑞特·伦茨勒 玛格·马丁戴尔 朱丽·哈基提 迈克尔·奥吉弗 琼·库萨克 加里·维克斯 乔伊·雅各布森 安德利娅·安德斯 肯尼斯·以色列 兰德尔·P·海文斯 埃莱扎·施莱辛格 哈维尔·朗塞罗斯 伊芙·哈洛 约瑟琳·雷耶斯 约翰·麦康奈尔 查利·麦克德莫特 埃里卡 ·比尔曼 卡尔森·霍尔姆斯 维勒特·罗德里格斯 艾米丽塔·T·冈萨雷斯 帕蒂·舍尔哈斯 本杰明·韦弗 玛丽亚·Z·威尔逊","西恩·安德斯"
"27160618","阳光姐妹淘 SUNNY 強い気持ち・強い愛","9","2018-08-31(日本)","剧情 喜剧 歌舞","筱原凉子 广濑铃 板谷由夏 小池荣子 友坂理惠 渡边直美 池田依来沙 山本舞香 野田美桜 田边桃子 富田望生 三浦春马 中川雅也 新井浩文 矢本悠马","大根仁"
"27166442","夏目友人帐 劇場版 夏目友人帳 ～うつせみに結ぶ～","8","2019-03-07(中国大陆) 2018-09-29(日本)","剧情 动画 奇幻","神谷浩史 井上和彦 高良健吾 小林沙苗 泽城美雪 石田彰 藤村步 村濑步 伊藤美纪 伊藤荣次 堀江一真 佐藤利奈 木村良平 菅沼久义 雪野五月 川澄绫子 樋口晓里 冈村明美 黑田崇矢 长岛雄一 松山鹰志 下崎纮史 知桐京子 岛本须美","大森贵弘 伊藤秀树"
"27176742","驭风男孩 The Boy Who Harnessed the Wind","8","2019-01-25(圣丹斯电影节) 2019-03-01(英国)","剧情","切瓦特·埃加福特 麦斯威尔·辛巴 莉莉·班达 爱伊莎·玛依卡 诺玛·杜梅温尼 约瑟夫·马塞尔","切瓦特·埃加福特"
"27179199","本回家了 Ben is Back","7","2019-04(中国大陆) 2018-09-08(多伦多电影节) 2018-12-07(美国)","剧情","朱莉娅·罗伯茨 卢卡斯·赫奇斯 考特尼·万斯 凯瑟琳·纽顿 雷切尔·贝·琼斯 戴维·萨迪瓦尔 亚历山德拉·帕克 迈克尔·埃斯佩尔 蒂姆·金尼 迈拉·卢克利希亚·泰勒 克里斯汀格里菲斯 亨利·斯特拉姆 比尔·布尔 亚历山德拉·艾布拉姆斯 费斯·洛根 罗伯特·迈尔斯 肖恩·雷伊","彼得·赫奇斯"
"27180356","完美的他人 완벽한타인","7","2018-10-31(韩国)","剧情 喜剧","柳海真 赵震雄 李瑞镇 廉晶雅 金智秀 宋昰昀 尹敬浩 智友","李宰圭"
"27180599","极线杀手 Polar","7","2019-01-25(美国)","动作","麦斯·米科尔森 凡妮莎·哈金斯 凯瑟琳·温妮克 罗伯特·梅耶 马特·卢卡斯 露比·欧·菲 阿伊莎·伊萨 阿纳斯塔西娅·玛莉尼娜 佩德罗·米盖尔·阿尔斯 约翰尼·诺克斯维尔 罗维娜·亚瓦里 任霏 克雷格·伯纳托夫斯基 米歇尔·C·福柯","乔纳斯·阿克伦德"
"27191173","恋如雨止 恋は雨上がりのように","7","2018-05-25(日本)","剧情 爱情","小松菜奈 大泉洋 清野菜名 矶村勇斗 叶山奖之 松本穗香 山本舞香 滨田麻里 户次重幸 吉田羊","永井聪"
"27197086","国家破产之日 국가부도의 날","7","2018-11-28(韩国)","剧情","金惠秀 刘亚仁 许峻豪 赵宇镇 文森特·卡索","崔国熙"
"27199577","银魂2 銀魂2 掟は破るためにこそある","7","2018-08-17(日本)","喜剧 动作 冒险","小栗旬 菅田将晖 桥本环奈 柳乐优弥 吉泽亮 三浦春马 洼田正孝 室毅 长泽雅美 冈田将生 木村绿子 佐藤二朗 中村勘九郎 堂本刚 堤真一 胜地凉 夏菜 户塚纯贵 立木文彦","福田雄一"
"27201353","大师兄 大師兄","5","2018-08-24(中国大陆)","喜剧 动作","甄子丹 陈乔恩 喻亢 骆明劼 汤君慈 汤君耀 李靖筠 刘朝健 林秋楠 云千千 林嘉华 张坚庭 骆应钧 李枫 欧阳伟豪 楼南光 张文杰","阚家伟"
"27597250","极限职业 극한직업","8","2019-01-23(韩国)","喜剧 动作 犯罪","柳承龙 李东辉 李荷妮 陈善圭 申河均","李炳宪"
"27597950","64号病历 Journal 64","7","2018-10-04(丹麦)","悬疑 惊悚 犯罪","尼古拉·雷·卡斯 法瑞斯·法瑞斯 约翰妮·路易斯·施密特 索伦·比尔马克 范妮·博内代尔 克拉拉·罗萨杰 路易斯·斯科夫 阿曼达·拉德里亚克 安德斯·霍夫 尼可拉斯·布若 埃利奥特·克罗赛特·霍夫 碧尔特·诺伊曼 迈克尔·布罗斯楚普 玛丽安·霍格斯布罗 薇比珂·哈斯特伦 特赖恩·帕里森 纳斯塔加·阿尔赛 亨里克·韦斯特加德·尼尔森 拉多·哈季奇 安德斯·布林克·马德森 旺达·佩德尔维茨","克里斯托弗·鲍伊"
"27601006","翠丝 翠絲","7","2018-10-28(东京电影节) 2018-11-22(香港)","剧情 同性","姜皓文 惠英红 黄河 袁富华 余香凝 吴肇轩 周祉君 陈蕾 葛民辉 岑珈其 梁舜燕 顾定轩 黄溢濠 李昭南 陈志全","李骏硕"
"27602116","我的英雄学院：两位英雄 僕のヒーローアカデミア THE MOVIE ～2人の英雄～","7","2019-03-15(中国大陆) 2018-08-03(日本)","动作 动画","山下大辉 三宅健太 志田未来 生濑胜久 冈本信彦 佐仓绫音 石川界人 梶裕贵 增田俊树 广桥凉 畠中祐 井上麻里奈 真堂圭 古岛清孝 奈良彻 西田雅一 细谷佳正 喜多村英梨 悠木碧 名塚佳织 小山力也 小形满 木村良平 大悟 饭田利信 佐藤健辅 富樫美铃 福西胜也 小林爱","长崎健司"
"27604257","响：成为小说家的方法 響 HIBIKI","7","2018-09-14(日本)","剧情","平手友梨奈 北川景子 威尔逊·绫香  高岛政伸 柳乐优弥 野间口彻 小松和重 黑田大辅 板垣瑞生 小栗旬","月川翔"
"27604296","家和万事惊 家和萬事驚","6","2019-01-18(中国大陆)","喜剧 家庭","吴镇宇 古天乐 袁咏仪 张达明 吴肇轩 蔡颂思 黄秋生 林雪 郑丹瑞 卢海鹏 雷琛瑜 江美仪 麦长青 阮文泰 孔令令 梁山山 杨玉梅 谷德昭 利颖怡 李灿森 马蹄露 黄文慧 泰臣 胡枫 苑琼丹 杨诗敏 乔宝宝 庄思敏 王俊棠 刘浩龙 林子聪 陆永 郑诗君 余子明 徐浩昌 安德尊 杨偲泳 罗家英 郑欣宜 麦玲玲","邱礼涛"
"27605698","西虹市首富","6","2018-07-27(中国大陆)","喜剧","沈腾 宋芸桦 张一鸣 张晨光 常远 魏翔 赵自强 九孔 李立群 王成思 徐冬冬 艾伦 杨皓宇 黄才伦 王力宏 包贝尔 郎咸平 张绍刚 杨文哲 陶亮 王赞 黄杨 刘鉴 杨沅翰 林炳宝 骆佳 陈昊明 臧一人","闫非 彭大魔"
"27607255","自由了！ En liberté!","7","2018-05-14(戛纳电影节) 2018-10-31(法国)","剧情 喜剧 犯罪","阿黛拉·哈内尔 皮奥·马麦 奥黛丽·塔图 达米安·勃纳尔 樊尚·埃尔巴兹 霍钦·丘特里 奥克塔夫·波斯维特 克里斯多夫·泰克","皮埃尔·沙尔瓦多利"
"27607378","龙珠超：布罗利 ドラゴンボール超 ブロリー","8","2019(中国大陆) 2018-12-14(日本)","动画","野泽雅子 堀川亮 中尾隆圣 岛田敏 古川登志夫 久川绫 山寺宏一 森田成一 水树奈奈 杉田智和 宝龟克寿","长峰达也"
"27615233","你好，之华","7","2018-11-09(中国大陆)","剧情 爱情","周迅 秦昊 杜江 张子枫 邓恩熙 边天扬 吴彦姝 谭卓 胡歌 胡昌霖 李春明 穆龙 刘靖宇 高炳然 白素娟 刘思博 常海波 李勇 刘笑语 赵芙丽 建圳 郭德诚 王靖宇 孙萍 李泽宇 仇硕康 艺涵 李昊芳 王子璇 王远达 于建波 张俊宇","岩井俊二"
"27617348","门锁 도어락","7","2018-12-05(韩国)","悬疑 惊悚","孔晓振 金叡园 金圣武 赵福来 李家燮 李天熙 金在华","李权"
"27622447","小偷家族 万引き家族","9","2018-08-03(中国大陆) 2018-05-13(戛纳电影节) 2018-06-08(日本)","剧情 家庭 犯罪","中川雅也 安藤樱 松冈茉优 城桧吏 佐佐木美结 树木希林 绪形直人 池松壮亮 森口瑶子 山田裕贵 片山萌美 柄本明 高良健吾 池胁千鹤","是枝裕和"
"30122633","快把我哥带走","7","2018-08-17(中国大陆)","喜剧 奇幻","张子枫 彭昱畅 赵今麦 孙泽源 周翊然 刘冠毅 姜宏波 徐光宇","郑芬芬"
"30135113","骡子 The Mule","8","2018-12-14(美国)","剧情 悬疑 惊悚 犯罪","克林特·伊斯特伍德 Patrick L. Reyes Cesar De León Gustavo Muñoz Jackie Prucha 理查德·赫德 Adam Drescher Christi McClintock Keith Flippen 艾莉森·伊斯特伍德 黛安·韦斯特 乔·奈泽维奇 泰莎·法米加 维克多·罗塞克 罗伯特·拉萨多 劳伦斯·菲什伯恩 布莱德利·库珀 迈克尔·佩纳 尤金·科德罗 诺尔·古格雷米 安迪·加西亚 小克利夫顿·克林斯 丹尼尔·蒙卡达 伊格纳西奥·塞利齐奥 保罗·阿拉约 卡里姆·J.格里梅斯 迭戈·卡塔诺 迪伦·库斯曼 皮特·布里斯 劳恩·迪恩 曼尼·蒙塔纳 洛博·塞巴斯蒂安 泰丝·马里斯·金凯德 贝琪·阿尔特林格 蒂莫西·卡尔 吉尔·弗林特 凯蒂·吉尔 杰伦·戈登 杰伊·古铁雷斯 塞西尔·M·亨利 雷·埃尔南德斯 肖恩·麦克米伦 德文·奥格登 帕蒂·舍尔哈斯","克林特·伊斯特伍德"
"30143523","死亡天使 El ángel","7","2018-05-12(戛纳电影节) 2018-08-09(阿根廷)","剧情 同性 传记 犯罪","洛伦佐·法罗 奇诺·达林 丹尼尔·凡尼戈 梅赛黛斯·莫朗 玛莱娜·维拉 塞西莉亚·罗特 索菲亚·伊内斯·托尔内 皮特·蓝萨尼 马塞洛·坎切米 路易斯·尼科 威廉·普罗赛克","路易斯·奥特加"
